loc,v(g),l,d,i,e,b,t,lOBlank,locCodeAndComment,uniq_Op,defects
24.0,5.0,0.1,9.71,33.68,3172.85,0.11,176.27,6,3,11.0,True
17.0,2.0,0.21,4.73,26.06,582.35,0.04,32.35,2,0,8.0,True
45.0,1.0,0.09,11.17,68.82,8589.6,0.26,477.2,10,0,13.0,True
38.0,3.0,0.08,13.01,59.97,10157.26,0.26,564.29,10,0,15.0,True
57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
152.0,3.0,0.05,21.99,127.51,61634.6,0.93,3424.14,20,1,18.0,True
34.0,7.0,0.08,12.66,33.97,5442.89,0.14,302.38,6,3,13.0,True
14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
55.0,4.0,0.04,25.77,33.7,22384.84,0.29,1243.6,5,8,14.0,True
42.0,5.0,0.05,19.85,26.95,10621.32,0.18,590.07,8,0,15.0,True
35.0,4.0,0.1,10.0,29.48,2948.03,0.1,163.78,6,1,12.0,True
36.0,4.0,0.05,20.46,21.84,9145.48,0.15,508.08,3,0,14.0,True
117.0,18.0,0.03,35.14,50.91,62875.51,0.6,3493.08,10,16,24.0,True
13.0,3.0,0.12,8.25,14.21,966.96,0.04,53.72,2,4,9.0,True
4.0,1.0,0.33,3.0,6.55,58.95,0.01,3.28,0,0,6.0,True
30.0,4.0,0.05,20.57,35.2,14895.77,0.24,827.54,7,0,18.0,True
17.0,2.0,0.21,4.8,23.46,540.42,0.04,30.02,3,0,8.0,True
19.0,3.0,0.13,7.5,20.81,1170.6,0.05,65.03,4,0,11.0,True
13.0,3.0,0.11,9.29,23.55,2031.02,0.07,112.83,5,0,13.0,True
6.0,1.0,0.33,3.0,15.5,139.52,0.02,7.75,1,0,5.0,True
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
11.0,1.0,0.1,9.6,10.64,980.99,0.03,54.5,3,0,12.0,True
18.0,2.0,0.19,5.4,22.03,642.29,0.04,35.68,4,0,9.0,True
67.0,11.0,0.03,38.04,30.64,44336.48,0.39,2463.14,13,0,22.0,True
4.0,1.0,0.27,3.75,5.99,84.22,0.01,4.68,0,0,5.0,True
70.0,9.0,0.03,38.0,30.45,43974.79,0.39,2443.04,7,0,19.0,True
32.0,5.0,0.09,11.07,27.33,3350.3,0.1,186.13,5,0,10.0,True
20.0,5.0,0.14,6.91,25.21,1203.32,0.06,66.85,3,0,8.0,True
14.0,4.0,0.14,7.31,17.89,956.47,0.04,53.14,0,0,9.0,True
70.0,7.0,0.03,31.91,33.55,34163.18,0.36,1897.95,11,0,26.0,True
37.0,6.0,0.05,19.68,24.69,9565.99,0.16,531.44,5,2,17.0,True
88.0,14.0,0.05,22.12,90.87,44461.2,0.67,2470.07,5,0,14.0,True
95.0,5.0,0.04,26.33,40.88,28345.28,0.36,1574.74,9,0,18.0,True
186.0,28.0,0.01,89.59,28.26,226792.97,0.84,12599.61,20,0,29.0,True
50.0,11.0,0.02,51.06,23.91,62335.54,0.41,3463.09,3,0,19.0,True
27.0,5.0,0.07,13.52,30.88,5646.37,0.14,313.69,6,0,11.177591911764706,True
57.0,5.0,0.05,18.38,28.78,9716.87,0.18,539.83,9,4,12.0,True
165.0,22.0,0.04,25.77,103.27,68604.07,0.89,3811.34,16,1,20.0,True
35.0,3.0,0.09,11.2,40.88,5128.16,0.15,284.9,7,0,14.0,True
24.0,3.0,0.11,9.5,24.13,2177.86,0.08,120.99,5,0,12.0,True
67.0,12.0,0.02,43.48,32.18,60836.25,0.47,3379.79,4,0,26.0,True
23.0,4.0,0.06,16.0,19.01,4867.64,0.1,270.42,2,1,16.0,True
74.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
10.0,2.0,0.08,12.09,21.51,3144.31,0.09,174.68,0,0,14.0,True
50.0,8.0,0.04,23.16,24.59,13184.02,0.19,732.45,8,0,19.0,True
52.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
18.0,2.0,0.24,4.2,13.66,240.91,0.02,13.38,2,0,7.0,True
31.0,12.0,0.06,16.77,44.3,12464.7,0.25,692.48,1,0,20.0,True
94.0,12.0,0.03,38.63,38.94,58093.11,0.5,3227.4,10,11,33.0,True
5.0,1.0,0.19,5.25,9.23,254.27,0.02,14.13,0,0,7.0,True
19.0,6.0,0.09,11.38,27.18,3516.4,0.1,195.36,2,1,14.0,True
4.0,1.0,0.67,1.5,7.74,17.41,0.0,0.97,0,0,3.0,True
33.0,1.0,0.24,4.13,124.62,2130.3,0.17,118.35,5,0,5.0,True
36.0,2.0,0.07,15.0,116.98,26321.3,0.58,1462.29,1,1,6.0,True
41.0,7.0,0.07,15.04,40.76,9223.07,0.2,512.39,2,0,19.0,True
23.0,2.0,0.08,13.0,33.37,5639.63,0.14,313.31,4,0,13.0,True
591.0,88.0,0.01,67.29,212.86,963681.5,4.77,53537.86,75,3,30.0,True
10.0,1.0,0.28,3.54,40.39,506.68,0.05,28.15,3,0,5.0,True
5.0,1.0,0.34,2.92,17.79,151.35,0.02,8.41,0,0,5.0,True
115.0,2.0,0.04,28.22,132.74,105742.77,1.25,5874.6,25,0,19.0,True
113.0,16.0,0.02,41.28,50.48,86030.5,0.69,4779.47,9,0,23.0,True
17.0,3.0,0.2,5.0,17.51,437.85,0.03,24.32,4,0,7.0,True
200.0,52.0,0.01,99.31,93.57,922860.63,3.1,51270.04,5,0,39.0,True
18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
84.0,22.0,0.02,63.88,42.26,172435.02,0.9,9579.72,14,1,34.0,True
36.0,4.0,0.09,11.45,31.55,4134.89,0.12,229.72,4,0,15.0,True
65.0,9.0,0.03,31.5,31.5,31253.87,0.33,1736.33,5,0,18.0,True
9.0,3.0,0.13,7.71,13.22,786.47,0.03,43.69,1,0,12.0,True
13.0,3.0,0.12,8.44,15.5,1103.61,0.04,61.31,1,0,9.0,True
5.0,1.0,0.33,3.0,14.99,134.92,0.01,7.5,0,0,6.0,True
20.0,7.0,0.08,12.44,14.9,2308.02,0.06,128.22,2,0,14.0,True
30.0,6.0,0.05,21.19,17.93,8053.08,0.13,447.39,3,0,19.0,True
45.0,5.0,0.05,18.28,45.69,15270.16,0.28,848.34,6,4,18.0,True
15.0,4.0,0.12,8.36,14.48,1011.33,0.04,56.19,2,0,13.0,True
107.0,14.0,0.05,19.42,105.18,39661.86,0.68,2203.44,17,0,19.0,True
54.0,8.0,0.03,39.2,28.05,43117.5,0.37,2395.42,8,0,25.0,True
112.0,20.0,0.02,49.48,44.83,109777.66,0.74,6098.76,13,6,23.0,True
246.0,46.0,0.01,92.65,55.32,474915.53,1.71,26384.2,20,4,24.0,True
48.0,8.0,0.05,20.46,38.11,15956.79,0.26,886.49,9,0,19.0,True
18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
31.0,5.0,0.11,8.77,29.13,2239.77,0.09,124.43,2,0,12.0,True
14.0,2.0,0.16,6.19,37.53,1436.69,0.08,79.82,4,0,9.0,True
14.0,2.0,0.16,6.29,16.78,663.06,0.04,36.84,4,0,8.0,True
34.0,5.0,0.09,11.56,46.98,6272.78,0.18,348.49,5,0,13.0,True
16.0,2.0,0.19,5.2,24.06,650.51,0.04,36.14,3,0,8.0,True
21.0,2.0,0.16,6.4,23.46,960.75,0.05,53.38,3,0,8.0,True
6.0,1.0,0.4,2.5,12.68,79.25,0.01,4.4,1,0,5.0,True
45.0,5.0,0.11,9.38,53.18,4674.11,0.17,259.67,8,0,10.0,True
7.0,1.0,0.67,1.5,10.34,23.26,0.01,1.29,2,0,3.0,True
21.0,2.0,0.05,18.75,17.75,6239.78,0.11,346.65,4,0,12.0,True
6.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,3.0,True
7.0,1.0,0.67,1.5,10.34,23.26,0.01,1.29,2,0,3.0,True
14.0,2.0,0.33,3.0,13.29,119.59,0.01,6.64,3,0,5.0,True
5.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,3.0,True
63.0,7.0,0.04,26.05,30.79,20900.88,0.27,1161.16,9,0,18.0,True
12.0,2.0,0.21,4.77,26.21,597.06,0.04,33.17,2,0,7.0,True
26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
46.0,12.0,0.03,32.89,17.65,19091.41,0.19,1060.63,1,0,16.0,True
37.0,10.0,0.05,21.47,29.14,13437.64,0.21,746.54,1,0,16.0,True
24.0,10.0,0.06,16.67,17.31,4807.35,0.1,267.08,2,0,16.0,True
36.0,6.0,0.08,12.04,44.34,6427.26,0.18,357.07,4,0,14.0,True
14.0,2.0,0.15,6.67,11.99,533.03,0.03,29.61,3,1,8.0,True
12.0,2.0,0.25,4.0,16.12,258.12,0.02,14.34,1,0,6.0,True
8.0,1.0,0.17,6.0,19.67,708.17,0.04,39.34,0,1,7.0,True
60.0,8.0,0.05,19.33,41.47,15501.67,0.27,861.2,7,0,18.0,True
41.0,4.0,0.1,10.21,26.37,2751.15,0.09,152.84,8,2,11.0,True
5.0,1.0,0.19,5.25,9.23,254.27,0.02,14.13,0,0,7.0,True
16.0,2.0,0.14,7.13,25.28,1283.11,0.06,71.28,4,0,9.0,True
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,True
24.0,6.0,0.05,21.18,22.04,9884.43,0.16,549.14,4,0,18.0,True
44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
367.0,48.0,0.02,61.38,120.77,454986.89,2.47,25277.05,30,0,24.0,True
29.0,5.0,0.06,16.84,33.2,9416.28,0.19,523.13,2,2,16.0,True
29.0,5.0,0.08,12.11,58.66,8599.93,0.24,477.77,2,2,16.0,True
34.0,5.0,0.08,12.46,23.85,3703.65,0.1,205.76,3,0,12.0,True
49.0,6.0,0.04,24.08,30.85,17885.11,0.25,993.62,6,0,15.0,True
33.0,4.0,0.1,10.31,36.01,3829.39,0.12,212.74,4,0,10.0,True
52.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
41.0,5.0,0.08,12.92,46.12,7702.88,0.2,427.94,6,0,14.0,True
40.0,2.0,0.08,12.38,48.82,7483.2,0.2,415.73,6,0,10.0,True
31.0,2.0,0.1,10.42,40.02,4346.47,0.14,241.47,5,0,11.0,True
7.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,True
44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
30.0,4.0,0.08,12.0,21.15,3045.88,0.08,169.22,5,0,13.0,True
51.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
112.0,48.0,0.02,54.08,43.98,128628.57,0.79,7146.03,7,0,22.0,True
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,True
13.0,2.0,0.35,2.88,43.37,360.86,0.04,20.05,4,0,5.0,True
15.0,2.0,0.15,6.87,29.74,1405.66,0.07,78.09,2,0,11.0,True
12.0,2.0,0.29,3.5,26.86,329.04,0.03,18.28,2,0,7.0,True
115.0,14.0,0.04,24.68,70.2,42742.56,0.58,2374.59,8,4,14.0,True
10.0,1.0,0.22,4.5,28.44,576.0,0.04,32.0,2,0,6.0,True
44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
41.0,5.0,0.05,21.8,40.03,19030.75,0.29,1057.26,7,0,17.0,True
169.0,21.0,0.02,50.5,67.59,172381.62,1.14,9576.76,24,1,28.0,True
112.0,18.0,0.02,48.84,35.48,84641.27,0.58,4702.29,12,0,22.0,True
100.0,6.0,0.04,26.65,59.84,42509.17,0.53,2361.62,18,0,21.0,True
133.0,10.0,0.03,35.93,39.43,50886.21,0.47,2827.01,12,0,20.0,True
19.0,2.0,0.06,15.43,15.56,3702.86,0.08,205.71,3,0,9.0,True
19.0,2.0,0.04,23.33,12.0,6533.33,0.09,362.96,4,0,10.0,True
28.0,1.0,0.11,9.28,43.55,3751.16,0.13,208.4,7,0,11.0,True
78.0,13.0,0.03,33.44,73.75,82494.47,0.82,4583.03,4,1,21.0,True
63.0,5.0,0.05,20.92,47.94,20985.24,0.33,1165.85,9,0,16.0,True
52.0,4.0,0.06,17.75,53.37,16814.49,0.32,934.14,14,0,17.0,True
54.0,6.0,0.05,18.81,34.74,12294.54,0.22,683.03,10,2,21.0,True
96.0,7.0,0.03,35.22,31.59,39175.27,0.37,2176.4,6,1,20.0,True
123.0,28.0,0.02,44.72,38.5,77011.02,0.57,4278.39,20,0,33.0,True
86.0,46.0,0.02,50.51,74.15,189170.61,1.25,10509.48,6,9,22.0,True
122.0,41.0,0.01,90.18,22.92,186362.34,0.69,10353.46,1,0,25.0,True
17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
14.0,2.0,0.12,8.36,13.88,969.43,0.04,53.86,3,0,9.0,True
50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
28.0,9.0,0.03,38.56,23.73,35284.28,0.31,1960.24,2,0,19.0,True
16.0,3.0,0.09,11.0,11.15,1348.86,0.04,74.94,2,0,11.0,True
5.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,1,0,5.0,True
18.0,2.0,0.12,8.57,14.31,1051.06,0.04,58.39,3,0,10.0,True
20.0,10.0,0.03,29.0,11.21,9425.91,0.11,523.65,3,0,14.0,True
5.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,1,0,5.0,True
60.0,11.0,0.03,34.3,15.1,17770.86,0.17,987.27,11,3,14.0,True
23.0,8.0,0.03,33.0,13.3,14482.46,0.15,804.58,2,0,22.0,True
27.0,5.0,0.05,19.17,13.87,5096.95,0.09,283.16,4,0,15.0,True
69.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
28.0,9.0,0.02,40.25,14.79,23958.35,0.2,1331.02,2,0,21.0,True
14.0,10.0,0.05,21.6,18.92,8826.3,0.14,490.35,2,1,18.0,True
15.0,10.0,0.04,22.8,18.32,9525.53,0.14,529.2,3,1,19.0,True
54.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
40.0,3.0,0.08,11.77,41.03,5683.8,0.16,315.77,4,0,17.0,True
78.0,12.0,0.05,20.92,35.75,15645.96,0.25,869.22,21,0,15.0,True
24.0,2.0,0.08,13.0,19.61,3314.92,0.08,184.16,4,1,10.0,True
28.0,5.0,0.07,13.5,36.86,6717.49,0.17,373.19,3,0,9.0,True
24.0,10.0,0.07,15.0,24.97,5618.88,0.12,312.16,3,0,11.0,True
24.0,5.0,0.12,8.53,30.75,2238.01,0.09,124.33,2,0,13.0,True
143.0,15.0,0.05,21.18,65.95,29575.22,0.47,1643.07,30,4,18.0,True
21.0,5.0,0.18,5.5,34.34,1038.78,0.06,57.71,0,0,11.0,True
28.0,13.0,0.06,18.0,28.38,9194.84,0.17,510.82,3,0,12.0,True
24.0,5.0,0.12,8.53,30.75,2238.01,0.09,124.33,2,0,13.0,True
24.0,3.0,0.12,8.13,20.53,1355.23,0.06,75.29,3,0,10.0,True
5.0,1.0,0.33,3.0,8.0,72.0,0.01,4.0,1,0,6.0,True
107.0,31.0,0.03,38.71,42.71,64005.25,0.55,3555.85,13,0,24.0,True
30.0,2.0,0.05,19.79,30.84,12079.19,0.2,671.07,1,0,16.0,True
31.0,2.0,0.05,21.47,31.05,14318.8,0.22,795.49,1,0,16.0,True
11.0,2.0,0.29,3.5,17.97,220.18,0.02,12.23,2,0,7.0,True
16.0,2.0,0.19,5.4,22.03,642.29,0.04,35.68,3,0,9.0,True
22.0,3.0,0.1,10.0,21.09,2109.08,0.07,117.17,3,0,12.0,True
130.0,13.0,0.03,35.94,44.74,57786.5,0.54,3210.36,15,7,25.0,True
121.0,13.0,0.02,40.33,42.7,69470.02,0.57,3859.45,15,2,26.0,True
28.0,3.0,0.11,9.0,36.67,2970.0,0.11,165.0,4,0,12.0,True
71.0,1.0,0.14,7.25,53.57,2816.03,0.13,156.45,27,0,11.0,True
97.0,5.0,0.07,14.0,63.13,12372.78,0.29,687.38,25,0,14.0,True
58.0,9.0,0.05,20.9,36.31,15860.19,0.25,881.12,5,0,19.0,True
18.0,3.0,0.06,17.36,18.15,5467.5,0.11,303.75,3,0,18.0,True
60.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
16.0,2.0,0.1,9.97,30.39,3018.54,0.1,167.7,2,0,13.0,True
4.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,0,0,4.0,True
87.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
129.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
76.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
83.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
125.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
129.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
128.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
129.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
130.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
92.0,22.0,0.03,31.88,83.81,85162.8,0.89,4731.27,9,0,26.0,True
70.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
90.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
68.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
89.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
97.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
83.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
27.0,5.0,0.09,11.7,18.17,2487.51,0.07,138.19,3,0,13.0,True
48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
351.0,30.0,0.02,48.3,90.41,210905.61,1.46,11716.98,11,2,23.0,True
48.0,11.0,0.05,20.38,38.48,15988.59,0.26,888.25,1,1,20.0,True
80.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,True
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,True
6.0,2.0,0.15,6.6,13.33,580.8,0.03,32.27,0,0,11.0,True
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,True
6.0,1.0,0.16,6.3,17.64,700.14,0.04,38.9,0,0,7.0,True
16.0,4.0,0.07,13.93,10.25,1987.63,0.05,110.42,3,0,15.0,True
4.0,1.0,0.33,3.0,11.07,99.66,0.01,5.54,0,0,6.0,True
87.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
77.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
27.0,6.0,0.06,17.0,20.98,6063.94,0.12,336.89,4,0,17.0,True
32.0,6.0,0.03,33.0,16.76,18255.01,0.18,1014.17,5,0,22.0,True
7.0,1.0,0.16,6.3,17.64,700.14,0.04,38.9,0,0,7.0,True
26.0,4.0,0.1,10.0,23.5,2350.22,0.08,130.57,5,3,13.0,True
13.0,3.0,0.12,8.18,19.35,1295.38,0.05,71.97,2,0,12.0,True
23.0,4.0,0.07,14.54,18.06,3817.4,0.09,212.08,3,2,18.0,True
74.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,True
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,True
29.0,4.0,0.08,11.79,25.97,3607.05,0.1,200.39,3,0,15.0,True
24.0,5.0,0.13,7.67,32.7,1921.82,0.08,106.77,1,0,8.0,True
23.0,5.0,0.14,6.91,40.09,1912.37,0.09,106.24,0,0,13.0,True
32.0,6.0,0.19,5.31,43.22,1217.52,0.08,67.64,3,3,6.0,True
87.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
24.0,6.0,0.04,24.89,13.62,8437.37,0.11,468.74,4,0,16.0,True
21.0,3.0,0.05,18.2,9.16,3035.71,0.06,168.65,3,0,13.0,True
23.0,3.0,0.05,18.21,11.51,3817.59,0.07,212.09,4,0,15.0,True
97.0,27.0,0.02,48.38,43.7,102258.81,0.7,5681.04,7,0,24.0,True
52.0,7.0,0.03,29.57,28.6,25007.5,0.28,1389.31,4,0,18.0,True
43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
126.0,10.0,0.02,58.95,23.58,81940.43,0.46,4552.25,30,1,20.0,True
45.0,11.0,0.04,23.33,24.27,13211.18,0.19,733.95,6,1,24.0,True
11.0,2.0,0.16,6.13,10.73,402.59,0.02,22.37,0,0,7.0,True
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
4.0,1.0,0.4,2.5,7.86,49.13,0.01,2.73,0,0,5.0,True
35.0,8.0,0.04,24.28,13.66,8053.12,0.11,447.4,5,1,19.0,True
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
26.0,5.0,0.11,8.93,34.44,2743.17,0.1,152.4,0,0,17.0,True
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
33.0,5.0,0.05,19.86,27.24,10748.47,0.18,597.14,6,0,19.0,True
21.0,3.0,0.08,12.38,20.15,3085.52,0.08,171.42,3,0,9.0,True
11.0,1.0,0.14,7.0,19.58,959.45,0.05,53.3,2,1,7.0,True
15.0,2.0,0.17,5.79,16.59,555.43,0.03,30.86,2,0,9.0,True
38.0,29.0,0.03,33.8,36.86,42113.63,0.42,2339.65,5,1,13.0,True
38.0,29.0,0.03,33.8,36.86,42113.63,0.42,2339.65,5,1,13.0,True
187.0,17.0,0.02,50.14,30.36,76327.25,0.51,4240.4,79,1,18.0,True
34.0,4.0,0.1,9.75,42.78,4066.59,0.14,225.92,5,0,10.0,True
55.0,4.0,0.13,7.44,99.13,5485.65,0.25,304.76,10,0,10.0,True
23.0,3.0,0.11,9.0,51.28,4153.55,0.15,230.75,4,1,8.0,True
23.0,3.0,0.11,9.0,51.28,4153.55,0.15,230.75,4,0,8.0,True
9.0,2.0,0.18,5.5,17.45,528.0,0.03,29.33,1,0,8.0,True
102.0,21.0,0.03,31.5,71.45,70891.35,0.75,3938.41,15,5,21.0,True
37.0,3.0,0.07,14.17,45.47,9126.35,0.21,507.02,4,0,17.0,True
39.0,7.0,0.05,20.83,33.02,14320.27,0.23,795.57,6,0,17.0,True
27.0,3.0,0.11,9.19,28.84,2434.43,0.09,135.25,2,0,14.0,True
126.0,9.0,0.03,39.96,52.47,83764.27,0.7,4653.57,17,0,19.0,True
38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
20.0,4.0,0.1,9.78,19.01,1817.13,0.06,100.95,2,0,11.0,True
42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
66.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
71.0,5.0,0.05,21.55,77.97,36210.9,0.56,2011.72,14,0,16.0,True
28.0,8.0,0.04,25.26,31.38,20028.89,0.26,1112.72,3,0,20.0,True
36.0,6.0,0.04,22.55,15.61,7932.88,0.12,440.72,2,0,16.0,True
49.0,3.0,0.12,8.57,15.95,1172.07,0.05,65.11,21,0,8.0,True
6.0,1.0,0.33,3.0,12.18,109.62,0.01,6.09,1,0,6.0,True
7.0,2.0,0.28,3.6,13.45,174.36,0.02,9.69,0,0,6.0,True
92.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
27.0,3.0,0.04,27.76,27.43,21148.47,0.25,1174.92,3,0,16.0,True
55.0,6.0,0.03,36.14,22.6,29523.23,0.27,1640.18,3,1,22.0,True
8.0,1.0,0.34,2.92,17.79,151.35,0.02,8.41,0,0,5.0,True
26.0,3.0,0.06,16.67,21.06,5848.95,0.12,324.94,3,0,16.0,True
55.0,4.0,0.03,33.41,28.38,31685.92,0.32,1760.33,7,0,16.0,True
69.0,2.0,0.12,8.39,473.41,33357.64,1.32,1853.2,3,0,6.0,True
10.0,2.0,0.4,2.5,24.91,155.67,0.02,8.65,0,0,5.0,True
52.0,3.0,0.12,8.34,87.9,6115.74,0.24,339.76,14,4,12.0,True
15.0,2.0,0.14,7.38,27.96,1524.47,0.07,84.69,3,0,8.0,True
139.0,12.0,0.02,47.5,60.06,135521.39,0.95,7528.97,8,3,19.0,True
25.0,3.0,0.11,9.41,25.26,2236.6,0.08,124.26,4,0,9.0,True
14.0,1.0,0.11,9.38,37.1,3260.93,0.12,181.16,4,0,10.0,True
8.0,1.0,0.3,3.33,34.41,382.38,0.04,21.24,0,0,4.0,True
406.0,33.0,0.03,33.19,189.65,208853.8,2.1,11602.99,29,0,8.0,True
92.0,15.0,0.04,27.87,43.37,33676.68,0.4,1870.93,10,0,22.0,True
69.0,9.0,0.03,34.38,32.2,38058.37,0.37,2114.35,9,1,20.0,True
87.0,1.0,0.45,2.23,429.87,2141.32,0.32,118.96,32,0,4.0,True
58.0,1.0,0.43,2.32,292.71,1575.46,0.23,87.53,22,0,4.0,True
64.0,1.0,0.49,2.02,413.59,1704.87,0.28,94.71,28,0,4.0,True
61.0,2.0,0.25,4.07,168.31,2790.02,0.23,155.0,21,0,7.0,True
33.0,7.0,0.07,14.0,37.95,7439.1,0.18,413.28,4,0,14.0,True
8.0,2.0,0.16,6.19,16.52,632.28,0.03,35.13,0,0,9.0,True
48.0,9.0,0.02,41.65,18.91,32799.55,0.26,1822.2,8,0,24.0,True
87.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
26.0,3.0,0.11,9.43,31.03,2758.45,0.1,153.25,3,0,11.0,True
7.0,3.0,0.14,7.2,26.64,1381.08,0.06,76.73,1,0,8.0,True
11.0,1.0,0.2,4.9,12.44,298.63,0.02,16.59,3,1,7.0,True
31.0,3.0,0.11,8.94,50.5,4034.18,0.15,224.12,6,0,11.0,True
129.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
20.0,11.0,0.05,18.24,37.6,12508.38,0.23,694.91,1,0,16.0,True
20.0,7.0,0.05,19.46,24.27,9190.73,0.16,510.6,0,0,11.0,True
12.0,4.0,0.12,8.31,27.15,1876.27,0.08,104.24,2,0,14.0,True
