b,lOCode,e,v,n,i,t,loc,d,v(g),defects
0.01,2,58.95,19.65,7.0,6.55,3.28,4.0,3.0,1.0,True
0.24,21,14895.77,724.1,137.0,35.2,827.54,30.0,20.57,4.0,True
0.04,9,540.42,112.59,27.0,23.46,30.02,17.0,4.8,2.0,True
0.05,9,1170.6,156.08,35.0,20.81,65.03,19.0,7.5,3.0,True
0.07,6,2031.02,218.72,46.0,23.55,112.83,13.0,9.29,3.0,True
0.02,3,139.52,46.51,14.0,15.5,7.75,6.0,3.0,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,True
0.03,6,980.99,102.19,25.0,10.64,54.5,11.0,9.6,1.0,True
0.04,9,642.29,118.94,28.0,22.03,35.68,18.0,5.4,2.0,True
0.39,46,44336.48,1165.47,211.0,30.64,2463.14,67.0,38.04,11.0,True
0.01,2,84.22,22.46,8.0,5.99,4.68,4.0,3.75,1.0,True
0.39,54,43974.79,1157.23,216.0,30.45,2443.04,70.0,38.0,9.0,True
0.1,25,3350.3,302.61,66.0,27.33,186.13,32.0,11.07,5.0,True
0.06,15,1203.32,174.17,41.0,25.21,66.85,20.0,6.91,5.0,True
0.04,11,956.47,130.8,32.0,17.89,53.14,14.0,7.31,4.0,True
0.36,52,34163.18,1070.64,182.0,33.55,1897.95,70.0,31.91,7.0,True
0.16,28,9565.99,485.97,94.0,24.69,531.44,37.0,19.68,6.0,True
0.67,80,44461.2,2010.0,335.0,90.87,2470.07,88.0,22.12,14.0,True
0.36,44,28345.28,1076.4,196.0,40.88,1574.74,95.0,26.33,5.0,True
0.84,119,226792.97,2531.47,434.0,28.26,12599.61,186.0,89.59,28.0,True
0.41,40,62335.54,1220.77,238.0,23.91,3463.09,50.0,51.06,11.0,True
0.14,19,5646.37,417.55,79.0,30.88,313.69,27.0,13.52,5.0,True
0.18,39,9716.87,528.81,110.0,28.78,539.83,57.0,18.38,5.0,True
0.89,136,68604.07,2661.69,409.0,103.27,3811.34,165.0,25.77,22.0,True
0.15,19,5128.16,457.87,90.0,40.88,284.9,35.0,11.2,3.0,True
0.08,14,2177.86,229.25,50.0,24.13,120.99,24.0,9.5,3.0,True
0.47,60,60836.25,1399.09,242.0,32.18,3379.79,67.0,43.48,12.0,True
0.1,15,4867.64,304.23,62.0,19.01,270.42,23.0,16.0,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,12.0,True
0.09,8,3144.31,260.06,56.0,21.51,174.68,10.0,12.09,2.0,True
0.19,27,13184.02,569.35,111.0,24.59,732.45,50.0,23.16,8.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,9.0,True
0.02,8,240.91,57.36,16.0,13.66,13.38,18.0,4.2,2.0,True
0.25,27,12464.7,743.09,131.0,44.3,692.48,31.0,16.77,12.0,True
0.5,61,58093.11,1504.03,240.0,38.94,3227.4,94.0,38.63,12.0,True
0.02,3,254.27,48.43,14.0,9.23,14.13,5.0,5.25,1.0,True
0.1,14,3516.4,309.13,63.0,27.18,195.36,19.0,11.38,6.0,True
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,True
0.17,22,2130.3,515.24,104.0,124.62,118.35,33.0,4.13,1.0,True
0.58,32,26321.3,1754.75,332.0,116.98,1462.29,36.0,15.0,2.0,True
0.2,25,9223.07,613.17,113.0,40.76,512.39,41.0,15.04,7.0,True
0.14,17,5639.63,433.82,86.0,33.37,313.31,23.0,13.0,2.0,True
4.77,442,963681.5,14322.23,1865.0,212.86,53537.86,591.0,67.29,88.0,True
0.05,5,506.68,143.06,35.0,40.39,28.15,10.0,3.54,1.0,True
0.02,3,151.35,51.89,15.0,17.79,8.41,5.0,2.92,1.0,True
1.25,87,105742.77,3746.47,580.0,132.74,5874.6,115.0,28.22,2.0,True
0.69,96,86030.5,2083.96,350.0,50.48,4779.47,113.0,41.28,16.0,True
0.03,11,437.85,87.57,23.0,17.51,24.32,17.0,5.0,3.0,True
3.1,188,922860.63,9292.36,1334.0,93.57,51270.04,200.0,99.31,52.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,4.0,True
0.9,67,172435.02,2699.41,445.0,42.26,9579.72,84.0,63.88,22.0,True
0.12,28,4134.89,361.21,71.0,31.55,229.72,36.0,11.45,4.0,True
0.33,56,31253.87,992.19,184.0,31.5,1736.33,65.0,31.5,9.0,True
0.03,6,786.47,101.95,24.0,13.22,43.69,9.0,7.71,3.0,True
0.04,10,1103.61,130.8,32.0,15.5,61.31,13.0,8.44,3.0,True
0.01,3,134.92,44.97,13.0,14.99,7.5,5.0,3.0,1.0,True
0.06,16,2308.02,185.47,41.0,14.9,128.22,20.0,12.44,7.0,True
0.13,20,8053.08,380.0,76.0,17.93,447.39,30.0,21.19,6.0,True
0.28,31,15270.16,835.29,148.0,45.69,848.34,45.0,18.28,5.0,True
0.04,11,1011.33,121.01,28.0,14.48,56.19,15.0,8.36,4.0,True
0.68,83,39661.86,2042.41,317.0,105.18,2203.44,107.0,19.42,14.0,True
0.37,43,43117.5,1099.81,198.0,28.05,2395.42,54.0,39.2,8.0,True
0.74,89,109777.66,2218.41,382.0,44.83,6098.76,112.0,49.48,20.0,True
1.71,199,474915.53,5125.85,845.0,55.32,26384.2,246.0,92.65,46.0,True
0.26,37,15956.79,779.84,142.0,38.11,886.49,48.0,20.46,8.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,True
0.09,27,2239.77,255.41,55.0,29.13,124.43,31.0,8.77,5.0,True
0.08,8,1436.69,232.19,50.0,37.53,79.82,14.0,6.19,2.0,True
0.04,6,663.06,105.49,27.0,16.78,36.84,14.0,6.29,2.0,True
0.18,27,6272.78,542.84,102.0,46.98,348.49,34.0,11.56,5.0,True
0.04,11,650.51,125.1,30.0,24.06,36.14,16.0,5.2,2.0,True
0.05,13,960.75,150.12,36.0,23.46,53.38,21.0,6.4,2.0,True
0.01,3,79.25,31.7,10.0,12.68,4.4,6.0,2.5,1.0,True
0.17,31,4674.11,498.57,98.0,53.18,259.67,45.0,9.38,5.0,True
0.01,3,23.26,15.51,6.0,10.34,1.29,7.0,1.5,1.0,True
0.11,15,6239.78,332.79,77.0,17.75,346.65,21.0,18.75,2.0,True
0.0,2,12.0,8.0,4.0,5.33,0.67,6.0,1.5,1.0,True
0.01,3,23.26,15.51,6.0,10.34,1.29,7.0,1.5,1.0,True
0.01,4,119.59,39.86,12.0,13.29,6.64,14.0,3.0,2.0,True
0.0,2,12.0,8.0,4.0,5.33,0.67,5.0,1.5,1.0,True
0.27,45,20900.88,802.26,154.0,30.79,1161.16,63.0,26.05,7.0,True
0.04,7,597.06,125.1,30.0,26.21,33.17,12.0,4.77,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,True
0.19,26,19091.41,580.48,125.0,17.65,1060.63,46.0,32.89,12.0,True
0.21,24,13437.64,625.77,122.0,29.14,746.54,37.0,21.47,10.0,True
0.1,20,4807.35,288.44,60.0,17.31,267.08,24.0,16.67,10.0,True
0.18,27,6427.26,533.83,101.0,44.34,357.07,36.0,12.04,6.0,True
0.03,7,533.03,79.95,21.0,11.99,29.61,14.0,6.67,2.0,True
0.02,9,258.12,64.53,18.0,16.12,14.34,12.0,4.0,2.0,True
0.04,5,708.17,118.03,31.0,19.67,39.34,8.0,6.0,1.0,True
0.27,46,15501.67,801.81,146.0,41.47,861.2,60.0,19.33,8.0,True
0.09,20,2751.15,269.34,58.0,26.37,152.84,41.0,10.21,4.0,True
0.02,3,254.27,48.43,14.0,9.23,14.13,5.0,5.25,1.0,True
0.06,9,1283.11,180.09,41.0,25.28,71.28,16.0,7.13,2.0,True
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,True
0.16,18,9884.43,466.76,91.0,22.04,549.14,24.0,21.18,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,5.0,True
2.47,333,454986.89,7412.71,1091.0,120.77,25277.05,367.0,61.38,48.0,True
0.19,23,9416.28,559.09,109.0,33.2,523.13,29.0,16.84,5.0,True
0.24,25,8599.93,710.26,124.0,58.66,477.77,29.0,12.11,5.0,True
0.1,29,3703.65,297.21,64.0,23.85,205.76,34.0,12.46,5.0,True
0.25,39,17885.11,742.77,146.0,30.85,993.62,49.0,24.08,6.0,True
0.12,26,3829.39,371.33,79.0,36.01,212.74,33.0,10.31,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,9.0,True
0.2,32,7702.88,596.06,112.0,46.12,427.94,41.0,12.92,5.0,True
0.2,24,7483.2,604.41,122.0,48.82,415.73,40.0,12.38,2.0,True
0.14,19,4346.47,417.09,85.0,40.02,241.47,31.0,10.42,2.0,True
0.01,2,31.02,15.51,6.0,7.75,1.72,7.0,2.0,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,5.0,True
0.08,21,3045.88,253.82,54.0,21.15,169.22,30.0,12.0,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,16.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,True
0.79,82,128628.57,2378.34,406.0,43.98,7146.03,112.0,54.08,48.0,True
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,True
0.04,7,360.86,125.1,30.0,43.37,20.05,13.0,2.88,2.0,True
0.07,11,1405.66,204.46,43.0,29.74,78.09,15.0,6.87,2.0,True
0.03,7,329.04,94.01,23.0,26.86,18.28,12.0,3.5,2.0,True
0.58,97,42742.56,1732.22,301.0,70.2,2374.59,115.0,24.68,14.0,True
0.04,5,576.0,128.0,32.0,28.44,32.0,10.0,4.5,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,8.0,True
0.29,32,19030.75,872.8,164.0,40.03,1057.26,41.0,21.8,5.0,True
1.14,139,172381.62,3413.5,534.0,67.59,9576.76,169.0,50.5,21.0,True
0.58,95,84641.27,1733.03,312.0,35.48,4702.29,112.0,48.84,18.0,True
0.53,73,42509.17,1594.86,270.0,59.84,2361.62,100.0,26.65,6.0,True
0.47,79,50886.21,1416.42,255.0,39.43,2827.01,133.0,35.93,10.0,True
0.08,14,3702.86,240.0,60.0,15.56,205.71,19.0,15.43,2.0,True
0.09,12,6533.33,280.0,70.0,12.0,362.96,19.0,23.33,2.0,True
0.13,17,3751.16,404.17,85.0,43.55,208.4,28.0,9.28,1.0,True
0.82,67,82494.47,2466.61,396.0,73.75,4583.03,78.0,33.44,13.0,True
0.33,48,20985.24,1002.97,186.0,47.94,1165.85,63.0,20.92,5.0,True
0.32,35,16814.49,947.3,167.0,53.37,934.14,52.0,17.75,4.0,True
0.22,38,12294.54,653.53,119.0,34.74,683.03,54.0,18.81,6.0,True
0.37,58,39175.27,1112.38,205.0,31.59,2176.4,96.0,35.22,7.0,True
0.57,101,77011.02,1721.93,280.0,38.5,4278.39,123.0,44.72,28.0,True
1.25,61,189170.61,3745.2,609.0,74.15,10509.48,86.0,50.51,46.0,True
0.69,118,186362.34,2066.59,391.0,22.92,10353.46,122.0,90.18,41.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,True
0.04,8,969.43,116.0,29.0,13.88,53.86,14.0,8.36,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,15.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,15.0,True
0.31,24,35284.28,915.08,177.0,23.73,1960.24,28.0,38.56,9.0,True
0.04,11,1348.86,122.62,30.0,11.15,74.94,16.0,11.0,3.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,5.0,2.5,1.0,True
0.04,13,1051.06,122.62,30.0,14.31,58.39,18.0,8.57,2.0,True
0.11,15,9425.91,325.03,74.0,11.21,523.65,20.0,29.0,10.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,5.0,2.5,1.0,True
0.17,37,17770.86,518.1,113.0,15.1,987.27,60.0,34.3,11.0,True
0.15,18,14482.46,438.86,87.0,13.3,804.58,23.0,33.0,8.0,True
0.09,20,5096.95,265.93,58.0,13.87,283.16,27.0,19.17,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,11.0,True
0.2,24,23958.35,595.24,118.0,14.79,1331.02,28.0,40.25,9.0,True
0.14,9,8826.3,408.63,85.0,18.92,490.35,14.0,21.6,10.0,True
0.14,9,9525.53,417.79,86.0,18.32,529.2,15.0,22.8,10.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,17.0,True
0.16,32,5683.8,482.94,89.0,41.03,315.77,40.0,11.77,3.0,True
0.25,55,15645.96,747.86,147.0,35.75,869.22,78.0,20.92,12.0,True
0.08,13,3314.92,254.99,59.0,19.61,184.16,24.0,13.0,2.0,True
0.17,22,6717.49,497.59,110.0,36.86,373.19,28.0,13.5,5.0,True
0.12,19,5618.88,374.59,84.0,24.97,312.16,24.0,15.0,10.0,True
0.09,20,2238.01,262.33,54.0,30.75,124.33,24.0,8.53,5.0,True
0.47,106,29575.22,1396.61,245.0,65.95,1643.07,143.0,21.18,15.0,True
0.06,19,1038.78,188.87,43.0,34.34,57.71,21.0,5.5,5.0,True
0.17,23,9194.84,510.82,110.0,28.38,510.82,28.0,18.0,13.0,True
0.09,20,2238.01,262.33,54.0,30.75,124.33,24.0,8.53,5.0,True
0.06,18,1355.23,166.8,40.0,20.53,75.29,24.0,8.13,3.0,True
0.01,2,72.0,24.0,8.0,8.0,4.0,5.0,3.0,1.0,True
0.55,92,64005.25,1653.47,286.0,42.71,3555.85,107.0,38.71,31.0,True
0.2,27,12079.19,610.38,119.0,30.84,671.07,30.0,19.79,2.0,True
0.22,28,14318.8,666.81,130.0,31.05,795.49,31.0,21.47,2.0,True
0.02,7,220.18,62.91,17.0,17.97,12.23,11.0,3.5,2.0,True
0.04,11,642.29,118.94,28.0,22.03,35.68,16.0,5.4,2.0,True
0.07,17,2109.08,210.91,46.0,21.09,117.17,22.0,10.0,3.0,True
0.54,81,57786.5,1607.97,267.0,44.74,3210.36,130.0,35.94,13.0,True
0.57,86,69470.02,1722.4,286.0,42.7,3859.45,121.0,40.33,13.0,True
0.11,22,2970.0,330.0,66.0,36.67,165.0,28.0,9.0,3.0,True
0.13,30,2816.03,388.42,77.0,53.57,156.45,71.0,7.25,1.0,True
0.29,51,12372.78,883.77,160.0,63.13,687.38,97.0,14.0,5.0,True
0.25,44,15860.19,758.86,139.0,36.31,881.12,58.0,20.9,9.0,True
0.11,15,5467.5,315.0,63.0,18.15,303.75,18.0,17.36,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,19.0,True
0.1,12,3018.54,302.86,63.0,30.39,167.7,16.0,9.97,2.0,True
0.01,2,39.3,19.65,7.0,9.83,2.18,4.0,2.0,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,11.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,8.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,15.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,16.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,16.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,16.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,17.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,8.0,True
0.89,79,85162.8,2671.63,403.0,83.81,4731.27,92.0,31.88,22.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,23.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,20.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,21.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,23.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,21.0,True
0.07,22,2487.51,212.61,47.0,18.17,138.19,27.0,11.7,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,12.0,True
1.46,223,210905.61,4366.58,676.0,90.41,11716.98,351.0,48.3,30.0,True
0.26,43,15988.59,784.35,142.0,38.48,888.25,48.0,20.38,11.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,True
0.03,4,580.8,88.0,22.0,13.33,32.27,6.0,6.6,2.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,True
0.04,4,700.14,111.13,31.0,17.64,38.9,6.0,6.3,1.0,True
0.05,11,1987.63,142.7,32.0,10.25,110.42,16.0,13.93,4.0,True
0.01,2,99.66,33.22,10.0,11.07,5.54,4.0,3.0,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,10.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,7.0,True
0.12,21,6063.94,356.7,72.0,20.98,336.89,27.0,17.0,6.0,True
0.18,25,18255.01,553.18,107.0,16.76,1014.17,32.0,33.0,6.0,True
0.04,4,700.14,111.13,31.0,17.64,38.9,7.0,6.3,1.0,True
0.08,16,2350.22,235.02,50.0,23.5,130.57,26.0,10.0,4.0,True
0.05,9,1295.38,158.32,35.0,19.35,71.97,13.0,8.18,3.0,True
0.09,16,3817.4,262.57,53.0,18.06,212.08,23.0,14.54,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,13.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,True
0.1,19,3607.05,306.05,63.0,25.97,200.39,29.0,11.79,4.0,True
0.08,21,1921.82,250.67,58.0,32.7,106.77,24.0,7.67,5.0,True
0.09,21,1912.37,276.9,57.0,40.09,106.24,23.0,6.91,5.0,True
0.08,24,1217.52,229.39,54.0,43.22,67.64,32.0,5.31,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,13.0,True
0.11,17,8437.37,339.0,73.0,13.62,468.74,24.0,24.89,6.0,True
0.06,16,3035.71,166.8,40.0,9.16,168.65,21.0,18.2,3.0,True
0.07,17,3817.59,209.59,47.0,11.51,212.09,23.0,18.21,3.0,True
0.7,85,102258.81,2113.88,364.0,43.7,5681.04,97.0,48.38,27.0,True
0.28,46,25007.5,845.66,160.0,28.6,1389.31,52.0,29.57,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,15.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,12.0,True
0.46,67,81940.43,1390.06,263.0,23.58,4552.25,126.0,58.95,10.0,True
0.19,29,13211.18,566.19,105.0,24.27,733.95,45.0,23.33,11.0,True
0.02,9,402.59,65.73,19.0,10.73,22.37,11.0,6.13,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,True
0.01,2,49.13,19.65,7.0,7.86,2.73,4.0,2.5,1.0,True
0.11,18,8053.12,331.71,69.0,13.66,447.4,35.0,24.28,8.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,True
0.1,24,2743.17,307.36,59.0,34.44,152.4,26.0,8.93,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,True
0.18,25,10748.47,541.11,101.0,27.24,597.14,33.0,19.86,5.0,True
0.08,16,3085.52,249.34,61.0,20.15,171.42,21.0,12.38,3.0,True
0.05,6,959.45,137.06,36.0,19.58,53.3,11.0,7.0,1.0,True
0.03,10,555.43,96.0,24.0,16.59,30.86,15.0,5.79,2.0,True
0.42,28,42113.63,1245.97,247.0,36.86,2339.65,38.0,33.8,29.0,True
0.42,28,42113.63,1245.97,247.0,36.86,2339.65,38.0,33.8,29.0,True
0.51,81,76327.25,1522.2,288.0,30.36,4240.4,187.0,50.14,17.0,True
0.14,27,4066.59,417.09,85.0,42.78,225.92,34.0,9.75,4.0,True
0.25,37,5485.65,737.42,130.0,99.13,304.76,55.0,7.44,4.0,True
0.15,16,4153.55,461.51,96.0,51.28,230.75,23.0,9.0,3.0,True
0.15,17,4153.55,461.51,96.0,51.28,230.75,23.0,9.0,3.0,True
0.03,6,528.0,96.0,24.0,17.45,29.33,9.0,5.5,2.0,True
0.75,67,70891.35,2250.52,371.0,71.45,3938.41,102.0,31.5,21.0,True
0.21,29,9126.35,644.21,118.0,45.47,507.02,37.0,14.17,3.0,True
0.23,25,14320.27,687.65,132.0,33.02,795.57,39.0,20.83,7.0,True
0.09,22,2434.43,264.97,54.0,28.84,135.25,27.0,9.19,3.0,True
0.7,94,83764.27,2096.42,366.0,52.47,4653.57,126.0,39.96,9.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,9.0,True
0.06,16,1817.13,185.84,43.0,19.01,100.95,20.0,9.78,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,16.0,True
0.56,55,36210.9,1680.24,279.0,77.97,2011.72,71.0,21.55,5.0,True
0.26,23,20028.89,792.81,150.0,31.38,1112.72,28.0,25.26,8.0,True
0.12,27,7932.88,351.86,74.0,15.61,440.72,36.0,22.55,6.0,True
0.05,15,1172.07,136.74,35.0,15.95,65.11,49.0,8.57,3.0,True
0.01,2,109.62,36.54,11.0,12.18,6.09,6.0,3.0,1.0,True
0.02,5,174.36,48.43,14.0,13.45,9.69,7.0,3.6,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,19.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,True
0.25,22,21148.47,761.7,151.0,27.43,1174.92,27.0,27.76,3.0,True
0.27,37,29523.23,816.85,158.0,22.6,1640.18,55.0,36.14,6.0,True
0.02,5,151.35,51.89,15.0,17.79,8.41,8.0,2.92,1.0,True
0.12,17,5848.95,350.94,73.0,21.06,324.94,26.0,16.67,3.0,True
0.32,43,31685.92,948.35,188.0,28.38,1760.33,55.0,33.41,4.0,True
1.32,62,33357.64,3973.88,586.0,473.41,1853.2,69.0,8.39,2.0,True
0.02,8,155.67,62.27,18.0,24.91,8.65,10.0,2.5,2.0,True
0.24,21,6115.74,733.17,128.0,87.9,339.76,52.0,8.34,3.0,True
0.07,10,1524.47,206.44,47.0,27.96,84.69,15.0,7.38,2.0,True
0.95,97,135521.39,2853.08,485.0,60.06,7528.97,139.0,47.5,12.0,True
0.08,19,2236.6,237.71,55.0,25.26,124.26,25.0,9.41,3.0,True
0.12,8,3260.93,347.83,74.0,37.1,181.16,14.0,9.38,1.0,True
0.04,6,382.38,114.71,31.0,34.41,21.24,8.0,3.33,1.0,True
2.1,355,208853.8,6293.59,1057.0,189.65,11602.99,406.0,33.19,33.0,True
0.4,59,33676.68,1208.49,212.0,43.37,1870.93,92.0,27.87,15.0,True
0.37,50,38058.37,1106.96,208.0,32.2,2114.35,69.0,34.38,9.0,True
0.32,38,2141.32,959.42,155.0,429.87,118.96,87.0,2.23,1.0,True
0.23,29,1575.46,679.08,118.0,292.71,87.53,58.0,2.32,1.0,True
0.28,36,1704.87,839.71,137.0,413.59,94.71,64.0,2.02,1.0,True
0.23,29,2790.02,685.27,118.0,168.31,155.0,61.0,4.07,2.0,True
0.18,29,7439.1,531.36,102.0,37.95,413.28,33.0,14.0,7.0,True
0.03,6,632.28,102.19,25.0,16.52,35.13,8.0,6.19,2.0,True
0.26,40,32799.55,787.56,147.0,18.91,1822.2,48.0,41.65,9.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,10.0,True
0.1,8,2758.45,292.56,63.0,31.03,153.25,26.0,9.43,3.0,True
0.06,4,1381.08,191.82,46.0,26.64,76.73,7.0,7.2,3.0,True
0.02,5,298.63,60.94,17.0,12.44,16.59,11.0,4.9,1.0,True
0.15,23,4034.18,451.38,88.0,50.5,224.12,31.0,8.94,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,16.0,True
0.23,19,12508.38,685.77,128.0,37.6,694.91,20.0,18.24,11.0,True
0.16,20,9190.73,472.25,103.0,24.27,510.6,20.0,19.46,7.0,True
0.08,8,1876.27,225.72,46.0,27.15,104.24,12.0,8.31,4.0,True
0.17,16,12780.35,520.13,106.0,21.17,710.02,63.0,24.57,9.0,True
0.05,13,1193.92,142.13,31.0,16.92,66.33,18.0,8.4,2.0,True
0.16,21,7704.33,488.06,93.0,30.92,428.02,27.0,15.79,10.0,True
0.05,13,1193.92,142.13,31.0,16.92,66.33,17.0,8.4,2.0,True
0.05,13,1193.92,142.13,31.0,16.92,66.33,17.0,8.4,2.0,True
0.14,28,10109.84,412.65,90.0,16.84,561.66,35.0,24.5,10.0,True
0.08,15,5872.29,247.25,52.0,10.41,326.24,18.0,23.75,4.0,True
0.35,53,21095.36,1064.65,185.0,53.73,1171.96,69.0,19.81,22.0,True
0.06,9,2750.98,183.4,40.0,12.23,152.83,12.0,15.0,3.0,True
0.02,7,284.19,59.21,16.0,12.33,15.79,12.0,4.8,2.0,True
0.11,19,5005.15,317.07,64.0,20.09,278.06,26.0,15.79,5.0,True
0.5,52,35397.45,1506.27,252.0,64.09,1966.53,73.0,23.5,15.0,True
0.31,52,20203.6,920.25,178.0,41.92,1122.42,70.0,21.95,8.0,True
0.25,38,11864.41,741.53,147.0,46.35,659.13,53.0,16.0,6.0,True
0.2,23,5400.68,593.02,113.0,65.12,300.04,46.0,9.11,2.0,True
0.27,33,14958.55,796.18,139.0,42.38,831.03,41.0,18.79,7.0,True
1.01,126,145652.41,3039.39,485.0,63.42,8091.8,214.0,47.92,13.0,True
1.22,125,109266.38,3654.39,541.0,122.22,6070.35,167.0,29.9,13.0,True
0.07,15,3302.55,224.66,49.0,15.28,183.47,21.0,14.7,3.0,True
0.17,31,14394.57,519.79,107.0,18.77,799.7,34.0,27.69,9.0,True
0.03,9,462.59,102.8,27.0,22.84,25.7,15.0,4.5,2.0,True
0.11,14,4237.0,331.93,67.0,26.0,235.39,28.0,12.76,5.0,True
1.03,112,117618.47,3083.63,475.0,80.84,6534.36,148.0,38.14,14.0,True
0.27,33,21794.71,808.51,149.0,29.99,1210.82,42.0,26.96,7.0,True
0.87,127,44953.74,2610.02,392.0,151.54,2497.43,145.0,17.22,19.0,True
0.37,43,23735.14,1121.58,194.0,53.0,1318.62,54.0,21.16,3.0,True
0.69,29,75426.13,2062.01,352.0,56.37,4190.34,34.0,36.58,9.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,True
0.11,27,2829.06,320.63,66.0,36.34,157.17,43.0,8.82,8.0,True
